FILEDS PRESENT IN TABLES,TABLE NAME,DESCRIPTION
officer_unit,helicopter_coordinating_officer,
sno,helicopter_coordinating_officer,
updated_at,helicopter_coordinating_officer,
updated_by,helicopter_coordinating_officer,
created_at,helicopter_frequency_helipads,
created_by,helicopter_frequency_helipads,
h_id,helicopter_frequency_helipads,
helipad_call_sign,helicopter_frequency_helipads,
helipad_frequency,helicopter_frequency_helipads,
helipad_latitude,helicopter_frequency_helipads,
helipad_location,helicopter_frequency_helipads,
helipad_longitude,helicopter_frequency_helipads,
sno,helicopter_frequency_helipads,
updated_at,helicopter_frequency_helipads,
updated_by,helicopter_frequency_helipads,
created_at,helicopter_passenger_manifest,
created_by,helicopter_passenger_manifest,
department,helicopter_passenger_manifest,
designation,helicopter_passenger_manifest,
h_id,helicopter_passenger_manifest,
name,helicopter_passenger_manifest,
rank,helicopter_passenger_manifest,
sno,helicopter_passenger_manifest,
updated_at,helicopter_passenger_manifest,
updated_by,helicopter_passenger_manifest,
created_at,helicopter_sortie_details,
created_by,helicopter_sortie_details,
from_latitude,helicopter_sortie_details,
from_location,helicopter_sortie_details,
from_longitude,helicopter_sortie_details,
h_id,helicopter_sortie_details,
load_details,helicopter_sortie_details,
no_of_troops,helicopter_sortie_details,
remarks,helicopter_sortie_details,
sno,helicopter_sortie_details,
take_off_time,helicopter_sortie_details,
to_latitude,helicopter_sortie_details,
to_location,helicopter_sortie_details,
to_longitude,helicopter_sortie_details,
updated_at,helicopter_sortie_details,
updated_by,helicopter_sortie_details,
weight_of_load,helicopter_sortie_details,
company,helipad_details,
created_by,helipad_details,
date_added,helipad_details,
district,helipad_details,
id,helipad_details,
latitude,helipad_details,
longitude,helipad_details,
name,helipad_details,
other_details,helipad_details,
police_station,helipad_details,
state,helipad_details,
theatre,helipad_details,
unit,helipad_details,
updated_at,helipad_details,
updated_by,helipad_details,
aadhar_card_number,house_members_details,
created_at,house_members_details,
created_by,house_members_details,
family_members_settled_absoad,house_members_details,
foreign_country_visit,house_members_details,
house_member_mobile,house_members_details,
house_member_name,house_members_details,
householder_relation,house_members_details,
member_age,house_members_details,
member_id,house_members_details,
member_operational_details_of_house,house_members_details,
profession_name,house_members_details,
sno,house_members_details,
terror_links_of_family,house_members_details,
village_id,house_members_details,
agency_innvolved,ied,
aiming_point_used,ied,
approved_at,ied,
approved_by,ied,
approved_fromationtype,ied,
container_of_ied,ied,
created_at,ied,
created_by,ied,
created_by_unit,ied,
depth_of_burial,ied,
desc_circuit,ied,
desc_marking,ied,
desc_of_crator,ied,
desc_of_spikes,ied,
desc_targetarea,ied,
device_used_rx,ied,
device_used_tx,ied,
dimensions_of_creator,ied,
distance_from_camp,ied,
distance_from_camp_spike,ied,
distanct_from_ied,ied,
ied_date_time,ied,
ied_details,ied,
ied_district,ied,
ied_id,ied,
ied_latitude,ied,
ied_location,ied,
ied_longitude,ied,
ied_mode_of_detection,ied,
ied_police_station,ied,
ied_position,ied,
ied_recovered_from,ied,
ied_residual_item,ied,
ied_state,ied,
ied_status,ied,
ied_time,ied,
is_approved,ied,
length_ied_wire,ied,
length_of_wire,ied,
mechanism_of_ied,ied,
mode_disposal_of_ied,ied,
no_of_ied,ied,
no_of_spikes,ied,
pattern_of_placcement,ied,
quantity_of_ied,ied,
sharpnels_used,ied,
type_of_aligment,ied,
type_of_detonator,ied,
type_of_explosive,ied,
type_of_terrain,ied,
updated_at,ied,
updated_by,ied,
approved_at,ied_approve,
approved_by,ied_approve,
approved_fromationtype,ied_approve,
created_at,ied_approve,
created_by,ied_approve,
description,ied_approve,
ied_id,ied_approve,
path,ied_approve,
sr,ied_approve,
created_at,importantinstitution,
created_by,importantinstitution,
description,importantinstitution,
name,importantinstitution,
sno,importantinstitution,
updated_at,importantinstitution,
updated_by,importantinstitution,
created_at,incident_ops_tags,
createdby,incident_ops_tags,
event_id,incident_ops_tags,
p_id,incident_ops_tags,
remarks,incident_ops_tags,
sno,incident_ops_tags,
updated_at,incident_ops_tags,
updatedby,incident_ops_tags,
achievable_inputs,inputs,
approval_flag_batallion,inputs,
approval_flag_bop,inputs,
approval_flag_border_pillar,inputs,
approval_flag_company,inputs,
approval_flag_frontier,inputs,
approval_flag_hq,inputs,
approval_flag_sector,inputs,
area,inputs,
category,inputs,
created_by,inputs,
credibility_of_information,inputs,
date,inputs,
Description,inputs,
file_path,inputs,
ifurgent,inputs,
image_path,inputs,
input_id,inputs,
merged,inputs,
merger_id,inputs,
reliability,inputs,
remarks_battalion,inputs,
remarks_bop,inputs,
remarks_border_pillar,inputs,
remarks_company,inputs,
remarks_frontier,inputs,
remarks_of_officer_hq,inputs,
remarks_sector,inputs,
report_id,inputs,
report_name,inputs,
strategical_inputs,inputs,
sub_area,inputs,
subject,inputs,
video_path,inputs,
created_at,intelligence_ops_tags,
createdby,intelligence_ops_tags,
event_id,intelligence_ops_tags,
p_id,intelligence_ops_tags,
remarks,intelligence_ops_tags,
sno,intelligence_ops_tags,
udatedat,intelligence_ops_tags,
updated_at,intelligence_ops_tags,
created_at,inv_item,
created_by,inv_item,
description,inv_item,
inventory_category,inv_item,
inventory_subcategory,inv_item,
inventory_type,inv_item,
item_code,inv_item,
item_type,inv_item,
quantity,inv_item,
receive_type,inv_item,
remark,inv_item,
rf_id,inv_item,
sno,inv_item,
updated_at,inv_item,
updated_by,inv_item,
viewed,inv_item,
action,logs,
created_at,logs,
location,logs,
sno,logs,
updated_at,logs,
username,logs,
arms_eqpt_category,master_arms_eqpt_status,
created_at,master_arms_eqpt_status,
created_by,master_arms_eqpt_status,
description,master_arms_eqpt_status,
name,master_arms_eqpt_status,
sno,master_arms_eqpt_status,
updated_at,master_arms_eqpt_status,
updated_by,master_arms_eqpt_status,
arms_eqpt_category,master_arms_eqpt_type,
created_at,master_arms_eqpt_type,
created_by,master_arms_eqpt_type,
description,master_arms_eqpt_type,
name,master_arms_eqpt_type,
sno,master_arms_eqpt_type,
updated_at,master_arms_eqpt_type,
updated_by,master_arms_eqpt_type,
created_at,master_attachment_file_type,
created_by,master_attachment_file_type,
description,master_attachment_file_type,
name,master_attachment_file_type,
sno,master_attachment_file_type,
updated_at,master_attachment_file_type,
updated_by,master_attachment_file_type,
created_at,master_beard,
created_by,master_beard,
description,master_beard,
name,master_beard,
sno,master_beard,
updated_at,master_beard,
updated_by,master_beard,
created_at,master_build_type,
created_by,master_build_type,
description,master_build_type,
name,master_build_type,
sno,master_build_type,
updated_at,master_build_type,
updatedby,master_build_type,
created_at,master_chin,
created_by,master_chin,
description,master_chin,
name,master_chin,
sno,master_chin,
updated_at,master_chin,
updated_by,master_chin,
created_at,master_complexion,
created_by,master_complexion,
description,master_complexion,
name,master_complexion,
sno,master_complexion,
updated_at,master_complexion,
updatedby,master_complexion,
created_at,master_control_room,
created_by,master_control_room,
description,master_control_room,
name,master_control_room,
sno,master_control_room,
unit,master_control_room,
updated_at,master_control_room,
updated_by,master_control_room,
created_at,master_device_rx,
created_by,master_device_rx,
description,master_device_rx,
name,master_device_rx,
sno,master_device_rx,
updated_at,master_device_rx,
updated_by,master_device_rx,
created_at,master_device_tx,
created_by,master_device_tx,
description,master_device_tx,
name,master_device_tx,
sno,master_device_tx,
updated_at,master_device_tx,
updated_by,master_device_tx,
created_at,master_ear,
created_by,master_ear,
description,master_ear,
name,master_ear,
sno,master_ear,
updated_at,master_ear,
updated_by,master_ear,
created_at,master_education,
created_by,master_education,
description,master_education,
name,master_education,
sno,master_education,
updated_at,master_education,
updated_by,master_education,
column_name,master_eventreporttype,
created_at,master_eventreporttype,
created_by,master_eventreporttype,
description,master_eventreporttype,
formation,master_eventreporttype,
go_and_ngo,master_eventreporttype,
name,master_eventreporttype,
sno,master_eventreporttype,
updated_at,master_eventreporttype,
updated_by,master_eventreporttype,
created_at,master_eye_color,
created_by,master_eye_color,
description,master_eye_color,
name,master_eye_color,
sno,master_eye_color,
updated_at,master_eye_color,
updatedby,master_eye_color,
created_at,master_eyesbrows,
created_by,master_eyesbrows,
description,master_eyesbrows,
name,master_eyesbrows,
sno,master_eyesbrows,
updated_at,master_eyesbrows,
updated_by,master_eyesbrows,
created_at,master_eyesmeeting,
created_by,master_eyesmeeting,
description,master_eyesmeeting,
name,master_eyesmeeting,
sno,master_eyesmeeting,
updated_at,master_eyesmeeting,
updated_by,master_eyesmeeting,
created_at,master_faceshape,
created_by,master_faceshape,
description,master_faceshape,
name,master_faceshape,
sno,master_faceshape,
updated_at,master_faceshape,
updated_by,master_faceshape,
created_at,master_finger,
created_by,master_finger,
description,master_finger,
name,master_finger,
sno,master_finger,
updated_at,master_finger,
updated_by,master_finger,
created_at,master_fir_status,
created_by,master_fir_status,
description,master_fir_status,
name,master_fir_status,
sno,master_fir_status,
updated_at,master_fir_status,
updated_by,master_fir_status,
created_at,master_hair_color,
created_by,master_hair_color,
description,master_hair_color,
name,master_hair_color,
sno,master_hair_color,
updated_at,master_hair_color,
updatedby,master_hair_color,
created_at,master_helicopter,
created_by,master_helicopter,
description,master_helicopter,
name,master_helicopter,
sno,master_helicopter,
updated_at,master_helicopter,
updated_by,master_helicopter,
created_at,master_ied_mechanism,
created_by,master_ied_mechanism,
description,master_ied_mechanism,
name,master_ied_mechanism,
sno,master_ied_mechanism,
updated_at,master_ied_mechanism,
updated_by,master_ied_mechanism,
created_at,master_ied_mode_of_detection,
created_by,master_ied_mode_of_detection,
description,master_ied_mode_of_detection,
name,master_ied_mode_of_detection,
sno,master_ied_mode_of_detection,
updated_at,master_ied_mode_of_detection,
updated_by,master_ied_mode_of_detection,
created_at,master_ied_mode_of_disposal,
created_by,master_ied_mode_of_disposal,
description,master_ied_mode_of_disposal,
name,master_ied_mode_of_disposal,
sno,master_ied_mode_of_disposal,
updated_at,master_ied_mode_of_disposal,
updated_by,master_ied_mode_of_disposal,
created_at,master_ied_placement,
created_by,master_ied_placement,
description,master_ied_placement,
name,master_ied_placement,
sno,master_ied_placement,
updated_at,master_ied_placement,
updated_by,master_ied_placement,
created_at,master_ied_position,
created_by,master_ied_position,
description,master_ied_position,
name,master_ied_position,
sno,master_ied_position,
updated_at,master_ied_position,
updated_by,master_ied_position,
created_at,master_ied_recovered_from,
created_by,master_ied_recovered_from,
description,master_ied_recovered_from,
name,master_ied_recovered_from,
sno,master_ied_recovered_from,
updated_at,master_ied_recovered_from,
updated_by,master_ied_recovered_from,
created_at,master_ied_residual_item,
created_by,master_ied_residual_item,
description,master_ied_residual_item,
name,master_ied_residual_item,
sno,master_ied_residual_item,
updated_at,master_ied_residual_item,
updated_by,master_ied_residual_item,
created_at,master_ied_status,
created_by,master_ied_status,
description,master_ied_status,
name,master_ied_status,
sno,master_ied_status,
updated_at,master_ied_status,
updated_by,master_ied_status,
created_at,master_ied_type_of_explosive,
created_by,master_ied_type_of_explosive,
description,master_ied_type_of_explosive,
name,master_ied_type_of_explosive,
sno,master_ied_type_of_explosive,
updated_at,master_ied_type_of_explosive,
updated_by,master_ied_type_of_explosive,
created_at,master_ied_type_of_terrain,
created_by,master_ied_type_of_terrain,
description,master_ied_type_of_terrain,
name,master_ied_type_of_terrain,
sno,master_ied_type_of_terrain,
updated_at,master_ied_type_of_terrain,
updated_by,master_ied_type_of_terrain,
created_at,master_institution_subtype,
created_by,master_institution_subtype,
description,master_institution_subtype,
name,master_institution_subtype,
sno,master_institution_subtype,
updated_at,master_institution_subtype,
updated_by,master_institution_subtype,
created_at,master_institution_type,
created_by,master_institution_type,
description,master_institution_type,
name,master_institution_type,
sno,master_institution_type,
updated_at,master_institution_type,
updated_by,master_institution_type,
created_at,master_insurgent_camp_type,
created_by,master_insurgent_camp_type,
description,master_insurgent_camp_type,
name,master_insurgent_camp_type,
sno,master_insurgent_camp_type,
updated_at,master_insurgent_camp_type,
updated_by,master_insurgent_camp_type,
created_at,master_insurgent_information_type,
created_by,master_insurgent_information_type,
description,master_insurgent_information_type,
name,master_insurgent_information_type,
sno,master_insurgent_information_type,
updated_at,master_insurgent_information_type,
updated_by,master_insurgent_information_type,
created_at,master_insurgent_traning_nature,
created_by,master_insurgent_traning_nature,
description,master_insurgent_traning_nature,
name,master_insurgent_traning_nature,
sno,master_insurgent_traning_nature,
updated_at,master_insurgent_traning_nature,
updated_by,master_insurgent_traning_nature,
created_at,master_inv_item,
created_by,master_inv_item,
description,master_inv_item,
inv_item_category,master_inv_item,
inv_item_subcategory,master_inv_item,
inv_item_type,master_inv_item,
inv_type,master_inv_item,
name,master_inv_item,
sno,master_inv_item,
updated_at,master_inv_item,
updated_by,master_inv_item,
created_at,master_inv_item_category,
created_by,master_inv_item_category,
description,master_inv_item_category,
inv_type,master_inv_item_category,
name,master_inv_item_category,
sno,master_inv_item_category,
updated_at,master_inv_item_category,
updated_by,master_inv_item_category,
created_at,master_inv_item_subcategory,
created_by,master_inv_item_subcategory,
description,master_inv_item_subcategory,
inv_item_category,master_inv_item_subcategory,
inv_type,master_inv_item_subcategory,
name,master_inv_item_subcategory,
sno,master_inv_item_subcategory,
updated_at,master_inv_item_subcategory,
updated_by,master_inv_item_subcategory,
created_at,master_inv_item_type,
created_by,master_inv_item_type,
description,master_inv_item_type,
name,master_inv_item_type,
sno,master_inv_item_type,
updated_at,master_inv_item_type,
updated_by,master_inv_item_type,
created_at,master_inv_type,
created_by,master_inv_type,
description,master_inv_type,
name,master_inv_type,
sno,master_inv_type,
updated_at,master_inv_type,
updated_by,master_inv_type,
created_at,master_lips,
created_by,master_lips,
description,master_lips,
name,master_lips,
sno,master_lips,
updated_at,master_lips,
updated_by,master_lips,
created_at,master_location_subtype,
created_by,master_location_subtype,
description,master_location_subtype,
name,master_location_subtype,
sno,master_location_subtype,
updated_at,master_location_subtype,
updated_by,master_location_subtype,
created_at,master_location_type,
created_by,master_location_type,
description,master_location_type,
name,master_location_type,
sno,master_location_type,
updated_at,master_location_type,
updated_by,master_location_type,
created_at,master_member_type,
created_by,master_member_type,
description,master_member_type,
name,master_member_type,
sno,master_member_type,
updated_at,master_member_type,
updated_by,master_member_type,
created_at,master_mouth,
created_by,master_mouth,
description,master_mouth,
name,master_mouth,
sno,master_mouth,
updated_at,master_mouth,
updated_by,master_mouth,
created_at,master_mustache,
created_by,master_mustache,
description,master_mustache,
name,master_mustache,
sno,master_mustache,
updated_at,master_mustache,
updated_by,master_mustache,
created_at,master_nose,
created_by,master_nose,
description,master_nose,
name,master_nose,
sno,master_nose,
updated_at,master_nose,
updated_by,master_nose,
created_at,master_ops_plan_based_on,
created_by,master_ops_plan_based_on,
description,master_ops_plan_based_on,
name,master_ops_plan_based_on,
sno,master_ops_plan_based_on,
updated_at,master_ops_plan_based_on,
updated_by,master_ops_plan_based_on,
created_at,master_ops_plan_nature,
created_by,master_ops_plan_nature,
description,master_ops_plan_nature,
name,master_ops_plan_nature,
sno,master_ops_plan_nature,
updated_at,master_ops_plan_nature,
updated_by,master_ops_plan_nature,
created_at,master_otheragency,
created_by,master_otheragency,
description,master_otheragency,
name,master_otheragency,
sno,master_otheragency,
updated_at,master_otheragency,
updated_by,master_otheragency,
created_at,master_otherrank,
created_by,master_otherrank,
description,master_otherrank,
name,master_otherrank,
sno,master_otherrank,
updated_at,master_otherrank,
updated_by,master_otherrank,
created_at,master_personprofilestatus,
created_by,master_personprofilestatus,
description,master_personprofilestatus,
name,master_personprofilestatus,
sno,master_personprofilestatus,
updated_at,master_personprofilestatus,
updated_by,master_personprofilestatus,
created_at,master_perworkprofileorg,
created_by,master_perworkprofileorg,
description,master_perworkprofileorg,
name,master_perworkprofileorg,
sno,master_perworkprofileorg,
updated_at,master_perworkprofileorg,
updated_by,master_perworkprofileorg,
created_at,master_receive_detail,
created_by,master_receive_detail,
description,master_receive_detail,
name,master_receive_detail,
sno,master_receive_detail,
updated_at,master_receive_detail,
updated_by,master_receive_detail,
created_at,master_regional_committee_subzonalbureau,
created_by,master_regional_committee_subzonalbureau,
description,master_regional_committee_subzonalbureau,
name,master_regional_committee_subzonalbureau,
regional_bureau,master_regional_committee_subzonalbureau,
sno,master_regional_committee_subzonalbureau,
state_committee,master_regional_committee_subzonalbureau,
theatre,master_regional_committee_subzonalbureau,
updated_at,master_regional_committee_subzonalbureau,
updated_by,master_regional_committee_subzonalbureau,
created_at,master_regionalbureau,
created_by,master_regionalbureau,
description,master_regionalbureau,
name,master_regionalbureau,
sno,master_regionalbureau,
theatre,master_regionalbureau,
updated_at,master_regionalbureau,
updated_by,master_regionalbureau,
created_at,master_reportbasedon,
created_by,master_reportbasedon,
description,master_reportbasedon,
name,master_reportbasedon,
sno,master_reportbasedon,
updated_at,master_reportbasedon,
updated_by,master_reportbasedon,
created_at,master_road_type,
created_by,master_road_type,
description,master_road_type,
name,master_road_type,
sno,master_road_type,
updated_at,master_road_type,
updated_by,master_road_type,
created_at,master_satellite_phone,
created_by,master_satellite_phone,
description,master_satellite_phone,
name,master_satellite_phone,
sno,master_satellite_phone,
unit,master_satellite_phone,
updated_at,master_satellite_phone,
updated_by,master_satellite_phone,
created_at,master_satellite_tracker,
created_by,master_satellite_tracker,
description,master_satellite_tracker,
name,master_satellite_tracker,
sno,master_satellite_tracker,
unit,master_satellite_tracker,
updated_at,master_satellite_tracker,
updated_by,master_satellite_tracker,
created_at,master_statecommittee,
created_by,master_statecommittee,
description,master_statecommittee,
name,master_statecommittee,
regional_bureau,master_statecommittee,
sno,master_statecommittee,
theatre,master_statecommittee,
updated_at,master_statecommittee,
updated_by,master_statecommittee,
created_at,master_subzonedivision,
created_by,master_subzonedivision,
description,master_subzonedivision,
name,master_subzonedivision,
regional_bureau,master_subzonedivision,
regional_committee_subzonalbureau,master_subzonedivision,
sno,master_subzonedivision,
state_committee,master_subzonedivision,
theatre,master_subzonedivision,
updated_at,master_subzonedivision,
updated_by,master_subzonedivision,
zone_division,master_subzonedivision,
id,master_tables,
name,master_tables,
table_name,master_tables,
created_at,master_task_priority,
created_by,master_task_priority,
description,master_task_priority,
name,master_task_priority,
sno,master_task_priority,
updated_at,master_task_priority,
updated_by,master_task_priority,
created_at,master_terrorist_address_type,
created_by,master_terrorist_address_type,
description,master_terrorist_address_type,
name,master_terrorist_address_type,
sno,master_terrorist_address_type,
updated_at,master_terrorist_address_type,
updated_by,master_terrorist_address_type,
created_at,master_terrorist_agency,
created_by,master_terrorist_agency,
description,master_terrorist_agency,
name,master_terrorist_agency,
sno,master_terrorist_agency,
updated_at,master_terrorist_agency,
updated_by,master_terrorist_agency,
created_at,master_terrorist_apperance,
created_by,master_terrorist_apperance,
description,master_terrorist_apperance,
name,master_terrorist_apperance,
sno,master_terrorist_apperance,
updated_at,master_terrorist_apperance,
updated_by,master_terrorist_apperance,
apperance,master_terrorist_apperance_type,
created_at,master_terrorist_apperance_type,
created_by,master_terrorist_apperance_type,
description,master_terrorist_apperance_type,
file_path,master_terrorist_apperance_type,
name,master_terrorist_apperance_type,
sno,master_terrorist_apperance_type,
updated_at,master_terrorist_apperance_type,
updated_by,master_terrorist_apperance_type,
created_at,master_terrorist_history_subject,
created_by,master_terrorist_history_subject,
description,master_terrorist_history_subject,
name,master_terrorist_history_subject,
sno,master_terrorist_history_subject,
updated_at,master_terrorist_history_subject,
updated_by,master_terrorist_history_subject,
created_at,master_terrorist_iconomic_status,
created_by,master_terrorist_iconomic_status,
description,master_terrorist_iconomic_status,
name,master_terrorist_iconomic_status,
sno,master_terrorist_iconomic_status,
updated_at,master_terrorist_iconomic_status,
updated_by,master_terrorist_iconomic_status,
created_at,master_terrorist_relation,
created_by,master_terrorist_relation,
description,master_terrorist_relation,
name,master_terrorist_relation,
sno,master_terrorist_relation,
updated_at,master_terrorist_relation,
updated_by,master_terrorist_relation,
created_at,master_terrorist_shelter_category,
created_by,master_terrorist_shelter_category,
description,master_terrorist_shelter_category,
name,master_terrorist_shelter_category,
sno,master_terrorist_shelter_category,
updated_at,master_terrorist_shelter_category,
updated_by,master_terrorist_shelter_category,
created_at,master_type_of_detonator,
created_by,master_type_of_detonator,
description,master_type_of_detonator,
name,master_type_of_detonator,
sno,master_type_of_detonator,
updated_at,master_type_of_detonator,
updated_by,master_type_of_detonator,
created_at,master_type_of_duty,
created_by,master_type_of_duty,
description,master_type_of_duty,
name,master_type_of_duty,
sno,master_type_of_duty,
updated_at,master_type_of_duty,
updated_by,master_type_of_duty,
created_at,master_type_of_ied,
created_by,master_type_of_ied,
description,master_type_of_ied,
name,master_type_of_ied,
sno,master_type_of_ied,
updated_at,master_type_of_ied,
updated_by,master_type_of_ied,
created_at,master_uav_obs_basedon,
created_by,master_uav_obs_basedon,
description,master_uav_obs_basedon,
name,master_uav_obs_basedon,
sno,master_uav_obs_basedon,
updated_at,master_uav_obs_basedon,
updated_by,master_uav_obs_basedon,
created_at,master_uav_obs_category,
created_by,master_uav_obs_category,
description,master_uav_obs_category,
name,master_uav_obs_category,
sno,master_uav_obs_category,
updated_at,master_uav_obs_category,
updated_by,master_uav_obs_category,
created_at,master_village_vehical_type,
created_by,master_village_vehical_type,
description,master_village_vehical_type,
name,master_village_vehical_type,
sno,master_village_vehical_type,
updated_at,master_village_vehical_type,
updated_by,master_village_vehical_type,
created_at,master_worship_place,
created_by,master_worship_place,
description,master_worship_place,
name,master_worship_place,
sno,master_worship_place,
updated_at,master_worship_place,
updated_by,master_worship_place,
created_at,master_zonedivision,
created_by,master_zonedivision,
description,master_zonedivision,
name,master_zonedivision,
regional_bureau,master_zonedivision,
regional_committee_subzonalbureau,master_zonedivision,
sno,master_zonedivision,
state_committee,master_zonedivision,
theatre,master_zonedivision,
updated_at,master_zonedivision,
updated_by,master_zonedivision,
created_at,masterachieveableinput,
created_by,masterachieveableinput,
description,masterachieveableinput,
name,masterachieveableinput,
sno,masterachieveableinput,
updated_at,masterachieveableinput,
updated_by,masterachieveableinput,
created_at,masteraffectedparty,
created_by,masteraffectedparty,
description,masteraffectedparty,
name,masteraffectedparty,
sno,masteraffectedparty,
updated_at,masteraffectedparty,
updated_by,masteraffectedparty,
created_at,masteragency,
created_by,masteragency,
description,masteragency,
name,masteragency,
sno,masteragency,
updated_at,masteragency,
updated_by,masteragency,
created_at,masterarea,
created_by,masterarea,
description,masterarea,
name,masterarea,
sno,masterarea,
updated_at,masterarea,
updated_by,masterarea,
created_at,masterarms_eqpt_category,
created_by,masterarms_eqpt_category,
description,masterarms_eqpt_category,
name,masterarms_eqpt_category,
sno,masterarms_eqpt_category,
updated_at,masterarms_eqpt_category,
updated_by,masterarms_eqpt_category,
arms_eqpt_category,masterarms_eqpt_sub_category,
created_at,masterarms_eqpt_sub_category,
created_by,masterarms_eqpt_sub_category,
description,masterarms_eqpt_sub_category,
name,masterarms_eqpt_sub_category,
sno,masterarms_eqpt_sub_category,
updated_at,masterarms_eqpt_sub_category,
updated_by,masterarms_eqpt_sub_category,
created_at,masterborder,
created_by,masterborder,
description,masterborder,
name,masterborder,
sno,masterborder,
updated_at,masterborder,
updated_by,masterborder,
created_at,masterborderplacement,
created_by,masterborderplacement,
description,masterborderplacement,
name,masterborderplacement,
sno,masterborderplacement,
updated_at,masterborderplacement,
updated_by,masterborderplacement,
created_at,masterbreed,
created_by,masterbreed,
description,masterbreed,
name,masterbreed,
sno,masterbreed,
updated_at,masterbreed,
updated_by,masterbreed,
created_at,mastercallsigna,
created_by,mastercallsigna,
description,mastercallsigna,
name,mastercallsigna,
sno,mastercallsigna,
updated_at,mastercallsigna,
updated_by,mastercallsigna,
created_at,mastercallsignb,
created_by,mastercallsignb,
description,mastercallsignb,
name,mastercallsignb,
sno,mastercallsignb,
updated_at,mastercallsignb,
updated_by,mastercallsignb,
created_at,mastercaste,
created_by,mastercaste,
description,mastercaste,
name,mastercaste,
sno,mastercaste,
updated_at,mastercaste,
updated_by,mastercaste,
created_at,mastercategory,
created_by,mastercategory,
description,mastercategory,
name,mastercategory,
sno,mastercategory,
updated_at,mastercategory,
updated_by,mastercategory,
created_at,mastercommunicationset,
created_by,mastercommunicationset,
description,mastercommunicationset,
name,mastercommunicationset,
sno,mastercommunicationset,
updated_at,mastercommunicationset,
updated_by,mastercommunicationset,
created_at,mastercredibilityofinformation,
created_by,mastercredibilityofinformation,
description,mastercredibilityofinformation,
name,mastercredibilityofinformation,
sno,mastercredibilityofinformation,
updated_at,mastercredibilityofinformation,
updated_by,mastercredibilityofinformation,
created_at,mastercurrency,
created_by,mastercurrency,
description,mastercurrency,
name,mastercurrency,
sno,mastercurrency,
updated_at,mastercurrency,
updated_by,mastercurrency,
created_at,masterdiscipline,
created_by,masterdiscipline,
description,masterdiscipline,
name,masterdiscipline,
sno,masterdiscipline,
updated_at,masterdiscipline,
updated_by,masterdiscipline,
country,masterdistrict,
country_code,masterdistrict,
created_at,masterdistrict,
created_by,masterdistrict,
district,masterdistrict,
district_code,masterdistrict,
sno,masterdistrict,
state,masterdistrict,
state_code,masterdistrict,
theatre,masterdistrict,
updated_at,masterdistrict,
updated_by,masterdistrict,
created_at,masterdocumenttype,
created_by,masterdocumenttype,
description,masterdocumenttype,
name,masterdocumenttype,
sno,masterdocumenttype,
updated_at,masterdocumenttype,
updated_by,masterdocumenttype,
created_at,mastereventsubtype,
created_by,mastereventsubtype,
description,mastereventsubtype,
eventtype,mastereventsubtype,
name,mastereventsubtype,
sno,mastereventsubtype,
updated_at,mastereventsubtype,
updated_by,mastereventsubtype,
created_at,mastereventtype,
created_by,mastereventtype,
description,mastereventtype,
infotype,mastereventtype,
name,mastereventtype,
sno,mastereventtype,
updated_at,mastereventtype,
updated_by,mastereventtype,
created_at,masterfamilymemberstatus,
created_by,masterfamilymemberstatus,
description,masterfamilymemberstatus,
name,masterfamilymemberstatus,
sno,masterfamilymemberstatus,
updated_at,masterfamilymemberstatus,
updated_by,masterfamilymemberstatus,
created_at,mastergender,
created_by,mastergender,
description,mastergender,
name,mastergender,
sno,mastergender,
updated_at,mastergender,
updated_by,mastergender,
created_at,mastergrade,
created_by,mastergrade,
description,mastergrade,
name,mastergrade,
sno,mastergrade,
updated_at,mastergrade,
updated_by,mastergrade,
created_at,masterhelipadsurface,
created_by,masterhelipadsurface,
description,masterhelipadsurface,
name,masterhelipadsurface,
sno,masterhelipadsurface,
updated_at,masterhelipadsurface,
updated_by,masterhelipadsurface,
created_at,masterhelipadtype,
created_by,masterhelipadtype,
description,masterhelipadtype,
name,masterhelipadtype,
sno,masterhelipadtype,
updated_at,masterhelipadtype,
updated_by,masterhelipadtype,
created_at,masteriedunit,
created_by,masteriedunit,
description,masteriedunit,
name,masteriedunit,
sno,masteriedunit,
updated_at,masteriedunit,
updated_by,masteriedunit,
created_at,masterinformationsource,
created_by,masterinformationsource,
description,masterinformationsource,
name,masterinformationsource,
sno,masterinformationsource,
updated_at,masterinformationsource,
updated_by,masterinformationsource,
created_at,masterinfotype,
created_by,masterinfotype,
description,masterinfotype,
name,masterinfotype,
sno,masterinfotype,
updated_at,masterinfotype,
updated_by,masterinfotype,
created_at,masterinstitutiontype,
created_by,masterinstitutiontype,
description,masterinstitutiontype,
name,masterinstitutiontype,
sno,masterinstitutiontype,
updated_at,masterinstitutiontype,
updated_by,masterinstitutiontype,
created_at,masterisdeadorinjuredstatus,
created_by,masterisdeadorinjuredstatus,
description,masterisdeadorinjuredstatus,
name,masterisdeadorinjuredstatus,
sno,masterisdeadorinjuredstatus,
updated_at,masterisdeadorinjuredstatus,
updated_by,masterisdeadorinjuredstatus,
created_at,masteritemsubtype,
created_by,masteritemsubtype,
description,masteritemsubtype,
item_type,masteritemsubtype,
name,masteritemsubtype,
sno,masteritemsubtype,
updated_at,masteritemsubtype,
updated_by,masteritemsubtype,
created_at,masteritemtype,
created_by,masteritemtype,
description,masteritemtype,
name,masteritemtype,
sno,masteritemtype,
updated_at,masteritemtype,
updated_by,masteritemtype,
created_at,masterklp,
